,AugmTitle
260,"'Investigation of an outbreak of tapeworm‐associated colic in a training yard', '… Recent publications have described some potential risk factors associated with equine colic \n(Cohen et al. 1995; Reeves et al. 1996; Tinker et al. 1997; Proudman et al. 1998). Restricted …'"
261,"'Clinical and pathological examination of mycotoxicosis as an associated risk factor for colic in equine', '… conducted on two Egyptian horse farms with most of horses were suffered from abdominal \npain to describe the associations between the occurrence of mycotoxicosis and equine colic. …'"
262,"'[CITATION][C] The analgesic effect of ketoprofen for use in treating equine colic as compared to flunixin meglumine', 'The analgesic effect of ketoprofen for use in treating equine colic as compared to flunixin \nmeglumine … The analgesic effect of ketoprofen for use in treating equine colic as\xa0…'"
263,"'[CITATION][C] Ultrasonography as an aid to the diagnosis of equine colic', 'Diagnosis of the cause and probable outcome of many cases of equine colic can be made \nsatisfactorily following a standard clinical examination. However, cases with more severe and/…'"
264,"'Monitoring acute equine visceral pain with the equine Utrecht University scale for composite pain assessment (EQUUS-COMPASS) and the equine Utrecht University\xa0…', 'This study presents the validation of two recently described pain scales, the Equine Utrecht \nUniversity Scale for Composite Pain Assessment (EQUUS-COMPASS) and the Equine …'"
265,"'[PDF][PDF] Using feces characteristics as a criterion for the diagnosis of colic in the horse: a clinical review of 207 cases', '… contacted by mail ; 40 volunteered to take part and to sélect and report equine colic cases. … \nvariables used commonly for thé examination of equine colic cases to assess thé prognosis […'"
266,"'[PDF][PDF] Adult Equine Diarrhea Workup', 'Basic elements involved in the clinical evaluation of cases of acute and chronic diarrhea are \ncovered. Major etiological considerations are listed, and important aspects of …'"
267,"'Risk factors for epiploic foramen entrapment colic: an international study', '… There is a need for more accurate tools to evaluate the influence of diet on the risk of equine \ncolic and ways in which the information obtained can be validated eg use of diaries that are …'"
268,"'Prognostic indicators in a Danish hospital‐based population of colic horses', '… Immediate and accurate clinical assessment is an essential step in reducing the unnecessary \nsuffering and economic losses sometimes associated with equine colic. However, it can be …'"
269,"'Contamination of hay by autumn crocus (Colchicum autumnale) and equine colic.', 'We may also use digital footprint connection information such as your IP address and other \ntechnical identifiers, to collect usage data, click stream data, and information about the pages …'"
270,"'Factor analysis of the interrelationships between clinical variables in horses with colic', '… The reason for this might be the heterogeneity of the equine colic syndrome. In a veterinary \nteaching book on equine colic, more than 50 specific diagnoses are listed (White, 1990b). …'"
271,"'Lidocaine reduces tissue oedema formation in equine gut wall challenged by ischaemia and reperfusion.', '… Abstract : Reduction of small intestinal propulsive motility is still a major problem after \nequine coliccolicSubject Category: Diseases, Disorders, and Symptoms …'"
272,"'Observations on the colic motor complex in a pony with a small intestinal obstruction', 'Characteristic motility patterns were seen throughout the gastrointestinal tract in a pony \nprepared chronically with electromechanical recording devices after developing a simple …'"
273,"'Spectrophotometric assessment of peritoneal fluid haemoglobin in colic horses: an aid to selecting medical vs. surgical treatment', '… medical treatment is of imperative importance in cases of equine colic. Horses requiring \nsurgical treatment may be identified by certain … medical treatment of the acute equine colic case. …'"
274,"'[CITATION][C] CLINICAL STUDIES ON FLUNIXIN MEGLUMINE IN TREATMENT OF EQUINE COLIC', ''"
275,"'Tapeworms as a cause of intestinal disease in horses', '… perfoliata and equine colic warrants an intervention study to confirm that control of this \nparasite does result in a reduction in the incidence of colic. A recent epidemiological study in the …'"
276,"'Efficacy of a non-stroidal anti-inflammatory, ketofen 10%®(ketoprofen) in the treatment of colic in horses', '… can be used as supportive therapy in the management of pain associated with equine \ncolic. … in equine colic. Ketoprofen belongs to the group of peripheral-acting analgesics, s …'"
277,"'[CITATION][C] Equine colic‐the decision for surgery', '… The heart rate and character of the pulse are important criteria in assessing the equine colic \npatient. Pain, and the activity as a consequence of pain, have only a relatively minor effect …'"
278,"'[CITATION][C] Prognostic evaluation of equine colic cases', 'Prognostic evaluation of equine colic cases … Prognostic evaluation of equine colic cases [1986] … \n""Prognostic evaluation of equine colic cases""@eng …'"
279,"'Feeding practices associated with colic in horses', '… Association of age, sex and breed factors in acute equine colic: a retrospective study of \n320 cases admitted to a veterinary teaching hospital in the USA. Prev Vet Med 1989;7:149–160. …'"
280,"'Factors influencing development and outcome of equine gastrointestinal disease', '… Objective 1: Horses requiring an exploratory laparotomy for treatment of colic may have \ndifferent risk factors for non-survival than a broader equine colic population, including horses …'"
281,"'[CITATION][C] A retrospective review of 219 cases of equine colic', ''"
282,"'[CITATION][C] XYLAZINE, PENTAZOCINE, MEPERIDINE, AND DIPYRONE FOR RELIEF OF BALLOON INDUCED EQUINE COLIC-DOUBLE-BLIND COMPARATIVE\xa0…', ''"
283,"'Peritoneal d‐Dimer Concentration for Assessing Peritoneal Fibrinolytic Activity in Horses with Colic', '… This study was partially presented at the 9th International Equine Colic Research Symposium \nin Liverpool (UK), June 2008, and at the 3rd Congress of the European College of Equine …'"
284,"'Equine immunity to parasites', '… perfoliata in the induction of equine colic, however, has been controversial and universally \naccepted data supporting this concept have been absent. Recent efforts to diagnose these …'"
285,"""[PDF][PDF] 3.5 Prospective survey of veterinary practitioners' primary assessment of equine colic: Clinical signs, diagnoses, and treatment of 120 cases of large colon\xa0…"", '… Methods Data was collected prospectively from veterinary practitioners on the primary \npresentation of equine colic cases over a 12 month period. An impaction was defined as any case …'"
286,"'Frequency of Colic Episodes in the Horses in Albania.', '… In the United States the annual incidence of equine colic has been reported to be anywhere \nbetween 3.5% and 26%. A study performed by the national Animal Health Monitoring …'"
287,"'Application of an equine composite pain scale and its association with plasma adrenocorticotropic hormone concentrations and serum cortisol concentrations in\xa0…', 'This study assessed the application of a modified equine composite pain scale (CPS) and \nidentified the inter‐observer reliability. Associations between CPS scores and the measured …'"
288,"'Factors influencing foaling rate following colic surgery in pregnant T horoughbred mares in C entral K entucky', '… has been associated with higher patient survival in equine colic 14, 16, 17. The same … \nThis finding emphasises the importance of early referral of equine colic cases as this not …'"
289,"'Evaluation of plasmatic procalcitonin in healthy, and in systemic inflammatory response syndrome (sirs) negative or positive colic horses', '… research field for veterinary diseases, including equine colic. Due to the promising results \n… biomarker for assessing the severity of equine colic and for recognizing the SIRS status of …'"
290,"'Effects of three anthelmintic schedules on the incidence of colic in horses', 'Four privately owned herds (25 to 49 animals per herd) were used in a five‐year trial designed \nto evaluate the effect of anthelmintic schedules on the incidence of colic. These herds …'"
291,"'Colic: nonsurgical complications', '… Systemic antimicrobial use in the perioperative period is well recognized and used by \nmost surgeons performing equine colic surgery. The use of systemic antimicrobials as a …'"
292,"'Lactate dehydrogenase activity in abdominal fluid from horses with colic', 'The purpose of this study was to determine whether lactate dehydrogenase (LDH) activity in \nabdominal fluid could be used as a prognostic indicator in horses with colic. Lactate …'"
293,"'Factors affecting long‐term survival of horses recovering from surgery of the small intestine', '… (EFE) has been associated with a particularly poor post operative prognosis for equine colic \n… In: Proceedings of the 2nd Equine Colic Research Symposium, Eds: TD Byars, JN Moore …'"
294,"'[CITATION][C] Internal Parasites', ''"
295,"'Prevalence and diagnosis of colic in equine field study', '… [en] This field study was conducted to diagnosis of equine colic. The physical findings of \neffected animals were increased. The blood values including TLC (10.5/cu.m), PCV (37%), …'"
296,"'Modelling long‐term survival of horses following surgery for large intestinal disease', '… important cause of equine colic that require surgical management, but there is little … (2005b) \nPreoperative and anaesthetic-related risk factors for mortality in equine colic cases. Vet. J. …'"
297,"'Ultrasound of the Equine Acute Abdomen', '… This article describes ultrasonographic anatomy of the normal equine abdomen and technique \nfor examination of the equine colic patient. Common abnormalities of the stomach, small …'"
298,"'Initial treatment of colic', '… This study, which included over 2000 cases, supports the concept that early treatment of \nequine colic cases should be directed toward providing relief of pain and support of vital …'"
299,"'Antimicrobial use during colic surgery: finding the right strategy', '… A mAjor goal of prophylactic antimicrobial administration is to prevent incisional infection, \nan important cause of morbidity after equine colic surgery. The inclusion criteria used in the …'"
300,"'Effects of extensive resection of the small intestine in the pony.', '… Small intestinal resection (SIR) is not uncommonly done in surgical treatment of equine colic, \nbut little is known about the long-term effects of SIR on horses and ponies. Twelve ponies, …'"
301,"'Medical versus Surgical Treatment of the Horse with Colic', 'Medical management with enteral fluids, laxatives and lubricants; anti-inflammatory analgesia; \nand sedative analgesia is performed initially on most horses/foals with colic (see Chapter …'"
302,"'Complications and prognostic factors in equine surgical colic', '… The study of surgical site infections (SSI) occurring after equine colic surgery, is described \n… of the most important complications after equine colic surgery. These recommendations can …'"
303,"'Clinical and ultrasonographic evaluation of three suture techniques for closure of the equine linea alba', '… resulted in a smaller linea alba width compared with the conventional continuous suture \ntechnique and might therefore be preferred for closure of the linea alba in equine colic surgery. …'"
304,"'…\xa0).... The Complete Holistic Dog Book Home Health Care for Our Canine Companions.... Hound Health Handbook.... Understanding Equine Colic (Horse Health Care\xa0…', 'Medicine, the authors tackle the daunting challenge of creating client handouts for the \neverchanging, controversial field of complementary and alternative veterinary medicine (CAVM). …'"
305,"'Intragastric pH in critically ill neonatal foals and the effect of ranitidine', '… 1 Island Whirl Equine Colic Research Laboratory and the … | 2 Island Whirl Equine Colic \nResearch Laboratory and the … | 3 Island Whirl Equine Colic Research Laboratory and the Alec P. …'"
306,"'[CITATION][C] Clinical evaluation of the equine colic patient.', 'Clinical evaluation of the equine colic patient. - Abstract - Europe PMC … Clinical \nevaluation of the equine colic patient. …'"
307,"'Use of web‐based data collection to evaluate analgesic administration and the decision for surgery in horses with colic', 'Reasons for performing study: There is no current veterinary information with regard to data \nentry on a website. We therefore completed a prospective study on use of analgesics in …'"
308,"'Comparative analysis of intestinal helminth infections in colic and non-colic control equine patients', 'Simple Summary The most important equine intestinal worm species include the roundworms \nStrongylus vulgaris and Parascaris spp. as well as tapeworms such as Anoplocephala …'"
309,"'Systemic effects of a prolonged continuous infusion of ketamine in healthy horses', '… Island Whirl Equine Colic Research Laboratory, Department of Large Animal Clinical Sciences, \n… Veterinary Symposium and the 10th International Equine Colic Research Symposium. …'"
310,"'Use of sedative and analgesic in equine treatment. Practical note', '… and analgesia and clinical studies on equine colic and surgery on the reproductive tract. … \nprocedures and treatments, including use in equine colic and, together with epidural anesthesia…'"
311,"'Epidemiology of Colic: Principles for Practice', '… and analytical investigation of specific types of equine colic (eg, large colon impaction, small \n… for understanding and interpreting information about equine colic, with an emphasis on …'"
312,"'[Use of sedative and analgesic in equine treatment. Practical note].[Italian]', '… and analgesia and clinical studies on equine colic and surgery on the reproductive tract. … \nprocedures and treatments, including use in equine colic and, together with epidural anesthesia…'"
313,"'Acute-Phase Proteins of Healthy Horses and Horses Naturally Affected by Colic Syndrome', 'The purpose of this study was to evaluate and compare the serum proteinogram, identifying \nand quantifying the acute-phase proteins (APPs) of healthy horses and those naturally …'"
314,"'Clinical laboratory data', '… 25 Similar mechanisms are likely involved in equine colic patients, but have not been \ninvestigated. Measurement of plasma epinephrine and serum cortisol in 35 colic patients revealed …'"
315,"'[PDF][PDF] Age-Dependent Intestinal Repair: Implications for Foals with Severe Colic. Animals 2021, 11, 3337', '… Simple Summary: Equine colic places a substantial financial burden on horse owners and \nthe … after foaling and how this may influence age-dependent outcomes in equine colic cases. …'"
316,"'Right ventricular thrombus in an equine patient: a case report', '… The objective of this case report is to discuss the hypercoagulative state that occurs in \nendotoxemic equine colic patients. …'"
317,"'[PDF][PDF] 16 Colic Surgery', 'Abdominal surgery is used for the diagnosis and treatment of horses with signs of acute or \nchronic intermittent colic. The decision to pursue exploratory surgery is based on clinical signs…'"
318,"'Trends in the management of horses referred for evaluation of colic: 2004–2017', 'The financial crisis of 2008 had effects on veterinary practice, with falling turnovers associated \nwith reluctance of owners to spend money on veterinary care. There were anecdotal …'"
319,"'[CITATION][C] Equine colic–to refer or not to refer?', '… THE differentiation between cases of equine colic that can be treated medically and those \nthat require surgery is a dilemma that worries even experienced equine veterinary surgeons. …'"
320,"'Patient signalement and history', '… Table 1.2 Pertinent questions to be asked of the owner/caregiver for the equine colic \npatient… (2001) Factors associated with Salmonella shedding among equine colic patients at a …'"
321,"'[CITATION][C] Abortion due to equine rhinopneumonitis', ''"
322,"'Diagnosis of colic', '… Equine colic is the most common type of emergency seen by first-opinion veterinary … \nThe Nottingham Equine Colic Project has been collaborating with veterinary professionals to …'"
323,"'[CITATION][C] Studies on Metabolic Disturbances and Other Postoperative Complications Following Equine Colic Surgery', ''"
324,"'Differential diagnosis of equine cestodosis based on E/S and somatic Anoplocephala perfoliata and Anoplocephala magna antigens', '… The tapeworm responsible for equine colic, Anoplocephala perfoliata, is considered the \nmost common intestinal tapeworm of horses worldwide. However, there is evidence that …'"
325,"'The effects of a novel anti‐inflammatory compound (AHI‐805) on cyclooxygenase enzymes and the recovery of ischaemia injured equine jejunum ex vivo', '… treatment of equine colic despite evidence of inhibited recovery of mucosal barrier function \nfollowing small intestinal ischaemic injury. This study aimed to characterise an alternative …'"
326,"'New perspectives in postoperative complications after abdominal surgery', '… Abdominal ultrasonography in the equine colic patient: a validation of the technique. Presented \nat the 17th Annual Scientific Meeting, European College of Veterinary Surgeons. Basel, …'"
327,"'Impact of colic surgery on return to function in racing Thoroughbreds: 59 cases (1996–2009)', 'Objective —To determine the effect of colic surgery on return to function in Thoroughbred \nracehorses, identify clinical variables associated with successful return to racing, and compare …'"
328,"'Antithrombin III activity in horses with colic: an analysis of 46 cases', '… Abnormalities in coagulation parameters in clinical cases of equine colic (Meyers et a1 \n1982; Moms and Beech 1983; Gerhards 1983; Johnstone and Blackwell 1984) and in …'"
329,"'Clinico-biochemical prognostic markers in equines with surgical and non-surgical colic', '… Hospital incidence of equine colic was 31.86 percent (29/91). Age wise highest rate of colic \nwas observed in adult equines of 6-10 years age (54.17 percent) with more prevalence in …'"
330,"'Appraisal of the Current Evidence for Diagnostic Tests That Differentiate Medical and Surgical Colic', '… ) using search terms relating to equine colic. Publications were assessed against inclusion \n… Results: The primary search identified 5508 publications relating to equine colic; 976 related …'"
331,"'Comparison of age, sex, breed, history and management in 229 horses with colic', '… PREVIOUS studies evaluated the incidence of diseases causing equine colic (Tennant, \nWheat and Meagher 1973) relating to history and geographical location (Sembrat 1975; …'"
332,"'Standing flank laparotomy for colic: 37 cases', '… In all cases, the horse owners were informed that ventral midline laparotomy is the standard \nof care for equine colic. Standing flank laparotomy was offered when laparotomy was …'"
333,"'[BOOK][B] The horse professional guide to colic.', '… Abstract : This book aims to help horse owners understand various causes of equine coliccolicSubject \nCategory: Diseases, Disorders, and Symptoms …'"
334,"'Antibody titres to core lipopolysaccharides in horses with gastrointestinal disorders which cause colic', 'Serum immunoglobulin (Ig) titres to core lipopolysaccharide (LPS) were determined in 102 \nhorses admitted to a university referral hospital during a 12‐month period for evaluation of …'"
335,"'Sand colic: A retrospective study of 6 cases', '… Intestinal mucosal inflammation and irritation exists in almost, every equine colic case (Mair … \nis the main reason of pain during an episode of equine colic (Sanchez 2018).In our study 2 …'"
336,"'A topographic anatomical study of the equine epiploic foramen and comparison with laparoscopic visualisation', '… The epiploic foramen is an important structure in aetiology of equine colic because of the \nhigh prevalence of intestinal epiploic foramen entrapment (EFE) 1, 2. The lack of …'"
337,"'The safety, tolerability and efficacy of probiotic bacteria for equine use', 'Probiotic bacteria are used widely as nutritional supplements and treatment interventions in \nthe management of livestock and companion animals. The aim of this review is to …'"
338,"'Comparative Therapeutic Study on Combined Herbal Therapy in Equine Impactive Colic', '… Equine colic, one of the deadliest diseases a horse suffers, is a difficult task to establish \nits cause and is a challenge for field veterinary practitioners. An abdominal pain disorder of …'"
339,"'Examination of the equine patient with gastrointestinal emergency', '… White N: Review of risk factors for equine colic: How much do we know? In Proceedings of \nthe 39th Annual Convention of the American Association of Equine Practitioners, San Antonio…'"
340,"'Objective radiographic assessment of abdominal sand accumulation in horses', '… Gastrointestinal sand accumulation is a common cause of equine colic. Subjective \nassessment of sand accumulation on abdominal radiographs has been used as a diagnostic aid; …'"
341,"'Morphologic effects of experimental distention of equine small intestine', '… In clinical cases of equine colic, mucosal damage proximal to the obstructed site is more \nsevere in strangulation obstructions than in simple obstructions. \'"" Recent clinical data also …'"
342,"'Diagnostic approach to colic', '… Development of a colic severity score for predicting the outcome of equine colic. Vet Surg, 24, \n97… Evaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic. …'"
343,"'[CITATION][C] Butorphanol tartrate: A new analgesic to relieve the pain of equine colic', 'Butorphanol tartrate: a new analgesic to relieve the pain of equine colic … Butorphanol \ntartrate: a new analgesic to relieve the pain of equine colic [1985] … ""Butorphanol tartrate: a\xa0…'"
344,"'Equine nutrition in the post‐operative colic: Survey of Diplomates of the American Colleges of Veterinary Internal Medicine and Veterinary Surgeons, and European\xa0…', '… (2019) identified an association with feeding and recovery time in equine colic cases after \nlaparotomy. Those that were consuming forage within 12 hours post-operatively had a shorter …'"
345,"'[CITATION][C] Development and validation of multivariable models to predict the need for surgery and prognosis in equine colic patients.', 'Development and validation of multivariable models to predict the need for surgery and \nprognosis in equine colic patients. - Abstract - Europe PMC … Development and validation\xa0…'"
346,"'Neuro-fuzzy approach versus rough-set inspired methodology for intelligent decision support', '… comparative analysis of both proposed methodologies (and two others) applied to: (a) the \nproblem of selecting surgical and non-surgical cases in the veterinary domain of equine colic, (…'"
347,"'[PDF][PDF] 14 Trocharization', 'Trocharization involves the placement of a needle-like instrument equipped with a cannula \nthrough the body wall to withdraw or release gas or fluid. In the horse, trocharization is most …'"
348,"'Nasogastric intubation', 'Nasogastric intubation should be performed in any horse showing signs of colic. A horse \nshowing signs of colic with a heart rate> 60 beats/min should have a nasogastric tube (NGT) …'"
349,"'The effects of xylazine, detomidine, acepromazine and butorphanol on equine solid phase gastric emptying rate', '… Financial support for this study was gratefully received from the Link Equine Colic Research \nFund at Texas A & M University College of Veterinary Medicine. David Sutton is funded by a …'"
350,"'Pre-and intraoperative parameters related to hypotension and hypoxaemia during anaesthesia in colic horses: a retrospective study', '… The findings of the present study highlight the importance of pre-anaesthetic stabilisation \nof the equine colic patients. …'"
351,"'Case control study to identify risk factors for simple colonic obstruction and distension colic in horses', '… However, it has been suggested that differences may result from the use of equine colic, of \nany type, as a general disease outcome rather than a more specific diagnosis (Reeves et al. …'"
352,"'Comparison of the effects of ketoprofen and flunixin meglumine on the in vitro response of equine peripheral blood monocytes to bacterial endotoxin.', '… Consequently, over the past ten years nonsteroidal anti-inflammatory drugs, such as flunixin \nmeglumine, have become a mainstay in the treatment of equine colic and endotoxemia in …'"
353,"'Evaluation of pulse oximetry in horses surgically treated for colic', '… Equine colic is often associated with abdominal tympany and endotoxaemia, and both \ncan affect the lungs, resulting in hypoxaemia (Moore et al. 1981; Gabel et al. 1984). Because …'"
354,"'Gastric and small intestinal ileus as a cause of acute colic in the post parturient mare', '… Equine colic as a consequence of gastrointestinal distension due to ileus is well reported, \nincluding following abdominal surgery (Blikslager et al. 1994; Cohen et al. 2004) or …'"
355,"'Abdominocentesis and peritoneal fluid analysis', '… It is critical to maintain COP in equine colic patients (see Colloids [p. 112]) and to avoid \nexcessive intravenous (IV) fluid administration (see Isotonic crystalloids [p. 109]). …'"
356,"'[PDF][PDF] Abdominal palpation per rectum', 'Abdominal palpation per rectum is used to examine the caudal aspect of the abdominal cavity \nand pelvic region in horses showing signs of colic. Other indications are for examination of …'"
357,"'Use of serial measurements of peritoneal fluid lactate concentration to identify strangulating intestinal lesions in referred horses with signs of colic', 'Objective —To determine the value of serial measurements of peritoneal fluid lactate \nconcentration (PFL) for detecting strangulating intestinal lesions (SLs) in referred horses with signs …'"
358,"'[HTML][HTML] Cortisol circadian rhythm ratio: a simple method to detect stressed horses at higher risk of colic?', 'With the hypothesis that police horses with abnormal cortisol circadian rhythm (CCR) had \nmore chance to develop colic, the aim of this study was to determine the CCR ratio in horses …'"
359,"'[CITATION][C] Management of pain and shock in equine colic', 'Management of pain and shock in equine colic … Management of pain and shock in equine \ncolic [1985] … ""Management of pain and shock in equine colic""@eng …'"
360,"'[CITATION][C] Prognosis and the necessity for surgery in equine colic', ''"
361,"'[CITATION][C] The role of parasites in equine colic', 'Colic is a major cause of morbidity and mortality in the horse. One recent study reported \ncolic as the single most important cause of death in the population of horses under scrutiny (…'"
362,"'[CITATION][C] Anesthesia and supportive therapy during surgery for equine colic.', 'Anesthesia and supportive therapy during surgery for equine colic. … Anesthesia and \nsupportive therapy during surgery for equine colic. [1981] … ""Anesthesia and supportive\xa0…'"
363,"'Ultrasonographic evaluation of the healing of ventral midline abdominal incisions in the horse', 'Ultrasonography was used to evaluate the ventral midline incisions of 21 ponies following \nexploratory laparotomy. The incisions were evaluated before surgery and at weekly intervals …'"
364,"'New perspectives in equine gastric ulcer syndrome', 'Equine gastric ulcer syndrome (EGUS) is characterized by ulceration in the terminal esophagus, \nproximal (squamous) stomach, distal (glandular) stomach, and proximal duodenum. 1 …'"
365,"'Recent developments in research into the Cyathostominae and Anoplocephala perfoliata', '… This parasite is prevalent world-wide and has been shown to be a significant cause of \nequine colic. Because previous methods of estimating the infection intensity of tapeworm were …'"
366,"'[CITATION][C] Abdominal ultrasonography in the equine colic patient: A validation of the technique', ''"
367,"'The action of low dose endotoxin on equine bowel motility', '… POST OPERATIVE ileus (POI) remains a frequent and serious complication of equine colic \nsurgery (Hunt, Edwards and Clarke 1986; McCarthy and Hutchins 1988). There is a good …'"
368,"'[CITATION][C] Owen R ap R., Lumsden JH., 1976. Clinical evaluation of blood lactate levels in equine colic', ''"
369,"'Effect of feed deprivation on daily water consumption in healthy horses', '… Island Whirl Equine Colic Research Laboratory, Department of Large Animal Clinical Sciences, \n… The study was supported by the Island Whirl Equine Colic Research Grant, University of …'"
370,"'Recurrent colic in the mature horse: a retrospective review of 58 cases', 'The clinical features of 58 horses presenting with recurrent colic examined over a 5 year \nperiod were reviewed. The horses were categorised into 3 groups on the basis of the history of …'"
371,"'[CITATION][C] Diagnostic procedures for evaluating equine colic', 'Diagnostic procedures for evaluating equine colic … Diagnostic procedures for evaluating \nequine colic [1987] … ""Diagnostic procedures for evaluating equine colic""@eng …'"
372,"'[CITATION][C] Equine colic induces intestinal apoptosis via a mitochondria-mediated pathway', ''"
373,"'[CITATION][C] Practical assessment of the circulatory status of equine colic cases', 'Practical assessment of the circulatory status of equine colic cases … Practical assessment \nof the circulatory status of equine colic cases [1986] … ""Practical assessment of the\xa0…'"
374,"'[CITATION][C] Diagnosis in equine colic', 'Diagnosis in equine colic … Diagnosis in equine colic [1976] … ""Diagnosis in equine colic""@eng …'"
375,"'Morbidity associated with abdominocentesis—a prospective study', '… Abdominocentesis is performed routinely in the assessment of the equine colic patient; \nhowever, the incidence of complications from this procedure has not been firmly established. …'"
376,"'[CITATION][C] Equine digital biomechanics', ''"
377,"'[PDF][PDF] EQUINE', 'Discussion Eosinophilic enteritis causes weight loss, chronic intermittent colic, and diarrhea. \nInvestigation of eosinophilic infiltrative diseases divides them into two distinct syndromes: …'"
378,"'[PDF][PDF] Surgical management of colic in horses: A review of some cases operated in Veterinary Referral Hospital of Shahid Bahonar University of Kerman.', 'From September 2016 to September 2017, 24 cases of equine colic were referred to the \nDepartment of Surgery, Veterinary Referral Hospital, Faculty of Veterinary Medicine, Shahid …'"
379,"'Clinical features and management of equine post operative ileus (POI): S urvey of D iplomates of the A merican C olleges of V eterinary I nternal M edicine (ACVIM), V\xa0…', '… The number of equine colic surgeries per annum was almost evenly divided between the \n6 different categorical answer options from 1 to 20 to >100 (see Supplementary Item 2). …'"
380,"'Interpreting abdominal fluid in colic horses: Understanding and applying peritoneal fluid evidence', '… Abdominal fluidinterpretation has become central to the triage and management of challenging \nequine colic patients. In the authors’ opinion, rectal examination and abdominocentesis …'"
381,"'[CITATION][C] Medical management of equine colic.', 'Medical management of equine colic. … ""Medical management of equine colic.""@eng … ""Medical \nmanagement of equine colic.""@eng …'"
382,"'Oxidative stress associated with spasmodic, flatulent, and impaction colic in draft horses', '… Equine colic could be escorted by changes in the morphology and physiology of organs \nand tissues, including the intestine which could be attributed, at least in part, to the …'"
383,"'The effect of Strongylus vulgaris larvae on equine intestinal myoelectrical activity', '… , has been implicated as a major cause of equine colic (Duncan and Pirie 1972). It has been \n… the importance of this stage as a factor in equine colic is unknown (White 1985). The use of …'"
384,"'Special section on diseases of the equine gastrointestinal tract', 'Although there has been substantial progress in the diagnosis of gastrointestinal (GI) diseases \nof horses over the past few decades, diseases of the GI tract remain the most important …'"
385,"'[CITATION][C] Evaluation of the acute abdominal crisis in the equine', ''"
386,"'Differential survival in horses requiring end‐to‐end jejunojejunal anastomosis compared to those requiring side‐to‐side jejunocaecal anastomosis', '… methods of intestinal anastomosis during equine colic surgery may have differences in … \n) Pre-operative and anaesthesia-related risk factors for mortality in equine colic cases. Vet. J. …'"
387,"'The in vivo biodynamic properties of the intact equine linea alba', 'Liquid metal strain gauges (LMSG) were implanted surgically at three locations on the intact \nlinea alba (LA) in eight horses. LA strain, strain rate, change in strain and stress were …'"
388,"'[HTML][HTML] Prevalence of and risk factors for colic in horses that display crib-biting behaviour', 'Crib-biting and windsucking (CBWS) behaviour in horses has been associated with increased \nrisk of colic in general, recurrence of colic and specific forms of colic. The aims of the …'"
389,"'[CITATION][C] Equine colic. II. Causes and risk factors for colic', ''"
390,"'[CITATION][C] The glass horse equine colic', ''"
391,"'[CITATION][C] Equine colic surgery', ''"
392,"'Hypercoagulation and hypofibrinolysis in horses with colic and DIC', 'Changes in haemostasis in horses with colic were assessed by using specific and sensitive \nmarkers of coagulation and fibrinolysis activity. Blood samples from 41 horses with severe …'"
393,"'[PDF][PDF] Plexiform Schwannoma in the Duodenum of a Horse with Recurrent Colic', '… Conclusion: Although uncommon, spindle cell tumors should be considered in cases of \nrecurrent equine colic after more common causes have been excluded. Immunohistochemistry is …'"
394,"'[PDF][PDF] Equine Obstructive Colic Associated with Heavy Parascaris equorum Infection', '… Equine Colic term used to describe abdominal pain in horse. There are several \npredisposing factors that leads to colic condition in horses such as accumulation gas, intestinal …'"
395,"'Maximising the impact of evidence-based medicine on equine health and welfare', '… Educational colic resources for horse owners (‘REACT’) were collaboratively developed \nand disseminated by Nottingham Equine Colic Project (including the author of the thesis) and …'"
396,"'Clinical and biochemical features of grass sickness (equine dysautonomia)', 'An attempt has been made to assess the diagnostic value of clinical features seen at initial \nexamination of horses with grass sickness, colic cases and cases submitted as possible …'"
397,"'A study of the effect of isoflurane anaesthesia on equine skeletal muscle perfusion', 'The effects of 1.1, 1.5 and 1.8 MAC (minimum alveolar concentration) isoflurane‐0 2 anaesthesia \non skeletal muscle blood flow, 0 2 delivery and vascular resistance were studied in the …'"
398,"'The influence of anticoagulants on the measurement of total protein concentration in equine peritoneal fluid', '… great importance to assess the severity of equine colic. In conjunction with rectal findings and \n… In the context of equine colic, a rapid assessment of TP concentration is needed and thus …'"
399,"'Effect of pyloric blockade and infusion of histamine or pentagastrin on gastric secretion in horses', 'Objective —To determine the origin of the nonacid (nonparietal) component of gastric \nsecretions in horses induced by pentagastrin infusion. Animals —6 horses. Procedure —A Latin …'"
400,"'Post anaesthetic colic in horses: a preventable complication?', 'Reasons for performing study: There is little information on the prevalence of, and risk \nfactors associated with, post anaesthetic colic (PAC) in horses undergoing nonabdominal …'"
401,"'Special considerations', '… 31 Circulating TNF-α is cytotoxic26, 27 and high levels have been associated with morbidity \nand mortality in equine colic patients. 1 Geriatric horses of 20–35 years were found to have …'"
402,"'[CITATION][C] Current use of analgesics for equine colic', ''"
403,"'[CITATION][C] Di-tri-octahedral smectite for the prevention of post-operative diarrhea in equine colic patients: results of a randomized clinical trial', ''"
404,"'[PDF][PDF] Enteral fluid therapy', 'Although intravenous (IV) fluids remain the primary route of fluid administration in the \nequine patient with colic, prudent use of enteral fluid therapy can be an important adjunct or …'"
405,"'Diagnostic and prognostic use of L‐lactate measurement in equine practice', '… (1983) demonstrated a significant association between peritoneal fluid lactate and survival \nin equine colic cases. Hjortkjaer and Svendsen (1979) reported increased peritoneal fluid …'"
