,index,text,key_phrase,label,DocumentSimilarity,MMRScore,sentence
205,212,"Epidemiology of Colic: Risk Factors  .  … One of the principal advancements in our understanding of the epidemiology of colic has been descriptive and analytical investigation of specific types of equine colic (eg, large colon …",large colon,"Body_Part,_Organ,_or_Organ_Component",0.37569800183747104,0.1127094050299105,1
206,213,"Using artificial intelligence to predict survivability likelihood and need for surgery in horses presented with acute abdomen (colic)  .  … criteria are used to decide if affected horses should be managed medically or undergo surgical intervention, and this question remains the most critical one to answer in an equine colic …",horses,Mammal,0.3853237074766122,0.1155971168364002,0
207,214, Complicated colic case raises interesting questions: What can we learn?  .  … a colon displacement in a 9-year-old Thoroughbred mare highlights some of the diagnostic and therapeutic challenges we still face with equine colic. The clinicians and owner need to …,Thoroughbred mare,Mammal,0.42706496446480113,0.12811949443045145,1
208,215,Activin A as a novel biomarker of equine inflammatory abdominal disease: Preliminary findings  .  … Further validation is warranted to determine the utility of this biomarker in evaluating the effectiveness of novel anti-inflammatory treatments for equine colic and endotoxaemia. …,inflammatory abdominal disease,Disease_or_Syndrome,0.6835493490369405,0.20506481285962538,0
209,216,"Gastric ulcers in horses: a comparison of endoscopic findings in horses with and without clinical signs  .  Gastroendoscopic examinations were performed on 187 horses, ranging from one to 24 years. Eighty‐seven horses had clinical problems including chronic, recurrent colic for seven or …",Gastric ulcers,Disease_or_Syndrome,0.6507251510202344,0.19521755306331862,0
210,217,"Evaluation of Clinical, Hemato-Biochemical and Oxidative Stress Parameters in Equine Colic  .  Clinical, hemato-biochemical and oxidative stress parameters were evaluated in twelve equines with different types of colic. Intermittent to continuous pain was observed in all cases of …",continuous pain,Sign_or_Symptom,0.4528849088062477,0.13586547804068314,2
211,218,"Internationally recognized equine expert authors comprehensive book on equine colic  .  Dr. Nat White, a board-certified surgeon, renowned researcher, and the Jean Ellen Shehan Professor and director of Virginia Tech's Marion duPont Scott Equine Medical Center has …",director of Virginia Tech's Marion duPont Scott Equine Medical Center has …,Manufactured_Object,0.7076010648075723,0.21228032787753373,1
212,219," VALIDATION OF LOGISTIC REGRESSION MODELS USED IN THE CLINICAL ASSESSMENT OF EQUINE COLIC PATIENTS  .  … multivariable statistical methods to evaluate prognosis in equine colic patients (Parry et al., … both prognosis and the need for surgery of equine colic patients (Reeves et al, 1990; Reeves …",evaluate prognosis,Health_Care_Activity,0.5950190978517124,0.1785057364486941,1
213,220,A retrospective survey of anaesthesia in horses with colic  .  The purpose of this survey was to identify complications occurring in horses with colic during anaesthesia and recovery from anaesthesia; and to determine any relationships between …,complications,Pathologic_Function,0.4374223771993478,0.13122671837428543,1
214,221, Peritonitis as a Reason for Equine Colic-A Retrospective Study of 34 Cases (2005-2015).  .  ,Colic-A Retrospective Study,Research_Activity,0.7534430554258709,0.2260329256095024,0
215,222, Epizootiology and risk factors in equine colic at university hospitals  .  ,university hospitals,Manufactured_Object,0.62383478743767,0.18715044366799116,0
216,223,"Factors influencing equine gut microbiota: Current knowledge  .  Gastrointestinal microbiota play a crucial role in nutrient digestion, maintaining animal health and welfare. Various factors may affect microbial balance often leading to disturbances that …",Gastrointestinal,Body_System,0.636814544014768,0.19104437079585135,1
217,224,"Ultrasonography of the equine abdomen: techniques and normal findings  .  … After a year working in mixed practice, she returned to the RVC where she developed an interest in equine colic. She completed an equine internship and a PhD in equine anaesthesia, …",anaesthesia,Therapeutic_or_Preventive_Procedure,0.6024101967901389,0.1807230662183308,2
218,225,"Horse owners' knowledge, and opinions on recognising colic in the horse  .  … ’ knowledge, understanding and experience with equine colic, and describe factors that affect … horse owners accessed information and resources, and their experience with equine colic. …",horse owners,Population_Group,0.4999724252402365,0.1499917335322067,1
219,226,"Anesthesia in horses with colic syndrome: Analysis of 48 cases and literature review  .  … The equine colic is a syndrome that leads to abdominal pain, hydroeletrolitic and acid-base disturbances and functional alterations of the vital organs like lungs and heart. Anesthetic …",abdominal pain,Sign_or_Symptom,0.6738145595243538,0.2021443758898016,1
220,227,Exploratory celiotomy in the horse secondary to acute colic: a review of indications and success rates  .  To review indications and risk factors for exploratory celiotomy secondary to acute colic in the horse; decision making for and during surgery; and prognosis for return to function after …,prognosis,Health_Care_Activity,0.6041267936816953,0.18123804530626117,1
221,228," Observations on incidence of equine colic in a private practice  .  Observations on incidence of equine colic in a private practice … Observations on incidence of equine colic in a private practice [1979] … ""Observations on incidence of …",incidence,Quantitative_Concept,0.3808125000108656,0.11424375454289844,0
222,229,"Specific causes of colic  .  Colic is a nonspecific term for abdominal pain. In horses, colic is most often caused by gastrointestinal disease and is often categorized by the affected region and whether the lesion …",abdominal pain,Sign_or_Symptom,0.6106445584133611,0.1831933748034587,1
223,230,"Prospective feasibility and revalidation of the Equine Acute Abdominal Pain Scale (EAAPS) in clinical cases of colic in horses  .  Simple Summary Severity of pain, an important parameter in clinical decision making, is subjective. The Equine Acute Abdominal Pain Scale (EAAPS) was evaluated for the first time in …",pain,Sign_or_Symptom,0.4370526121243548,0.1311157888473796,1
224,231,"Dose selection for detomidine as a sedative and analgesic in horses with colic from controlled and open clinical studies  .  … studies, by dose, and to draw conclusions which could encourage and aid practitioners in using detomidine and selecting the correct dose when confronted with cases of equine colic. …",controlled and open clinical studies,Research_Activity,0.3959364186461511,0.11878093031377525,0
225,232,Identifying a Critical Case of Equine Colic at Primary Examination–Results from a Prospective Multi‐Centre Study  .  Reasons for performing study There is no current evidence on how mild and critical cases of colic can be differentiated at primary examination. Previous research has focused on …,Prospective Multi‐Centre Study,Research_Activity,0.40695962015419124,0.12208789089759409,0
226,233,"Validation of two behaviour-based pain scales for horses with acute colic  .  Two behaviour-based scales for evaluating abdominal pain in horses (Equine Acute Abdominal Pain Scales, EAAPS-1 and -2) and a numerical rating scale (NRS) were compared for …",abdominal pain,Sign_or_Symptom,0.58269931063595,0.1748098001371021,1
227,234,Implications of urine F2‐isoprostane metabolite concentration in horses with colic and its potential use as a predictor for surgical intervention  .  … We hypothesised that urine concentrations of isoprostane and its metabolite could be used as prognostic indicators for the outcome of clinical cases of equine colic syndrome and as …,metabolite,Chemical,0.5208451469843784,0.15625355030427152,0
228,235,"Evaluation of matrix-metalloproteinases (MMPs) and tissue inhibitors of metalloproteinases (TIMPs) as biomarkers for sepsis and endotoxemia in equine colic  .  … diagnostic value for sepsis and endotoxemia in acute equine colic. As abdominocentesis is commonly performed in the diagnostic work-up of equine colic, a pen-side assay would be …",endotoxemia,Disease_or_Syndrome,0.7546131785509944,0.22638396256098842,0
229,236, FACTORS ASSOCIATED WITH SALMONELLA SHEDDING IN EQUINE COLIC PATIENTS AT A VETERINARY TEACHING HOSPITAL  .  … Results from this study support equine colic patients as being at higher risk for both acquiring … Nine percent of equine colic patients in this study shed Salmonella in their feces at least …,SALMONELLA SHEDDING,Disease_or_Syndrome,0.5829943641999449,0.17489831620981786,0
230,237,"Colic surgery: keeping it affordable for horse owners  .  … In a paper summarised on p 508 of this issue of Vet Record, Barker and Freeman investigated the current costs of referral treatment of equine colic in the UK.Although the data represent …",surgery,Therapeutic_or_Preventive_Procedure,0.2829743345016862,0.0848923037238228,0
231,238,Recurrent colic in the horse: Incidence and risk factors for recurrence in the general practice population  .  Reasons for performing study: The frequency of recurrent colic in the UK equine general practice population is previously unreported. Elucidating risk factors for recurrent colic could …,recurrent,Pathologic_Function,0.48867023735594767,0.14660107703218747,4
232,239," Level of endotoxin and liver function tests in cases of equine colic  .  … Level of plasma LPS concentration failed to predict the prognosis of equine colic in the present study. Of 32 cases, LPS was detected in the plasma of only 6 horses; 4 in the survival (n=…",liver function tests,Laboratory_Procedure,0.5181349858188287,0.15544050192229897,0
233,240,"Physical and laboratory evaluation of equine colic syndrome in vaquejada parks.  .  We may also use digital footprint connection information such as your IP address and other technical identifiers, to collect usage data, click stream data, and information about the pages …",vaquejada parks,Manufactured_Object,0.34930273830315733,0.10479082565496033,0
234,241,Influence of fluid therapy on gentamicin pharmacokinetics in colic horses  .  … The purpose of this study was to investigate the e¡ect of intravenous £uid treatment on the disposition kinetics of gentamicin in equine colic patients undergoing laparotomy. …,intravenous £uid treatment,Therapeutic_or_Preventive_Procedure,0.674573600926864,0.20237208831960318,1
235,242," Intestinal obstruction in the horse. Some aspects of differential diagnosis in equine colic  .  … Some aspects of differential diagnosis in equine colic … Some aspects of differential diagnosis in equine colic [1976] … Some aspects of differential diagnosis in equine colic""@eng …",Intestinal obstruction,Disease_or_Syndrome,0.5714801028989531,0.17144403768225963,0
236,243,The arrangement of the muscle layers at the equine ileocaecal junction  .  … equine colic due to obstruction of the ileum3 or intussusception of the ileum into the caecum6 … provides an anatomical basis for further investigations into its involvement in equine colic. …,ileocaecal junction,Body_Location_or_Region,0.5829142374537027,0.17487427818499005,0
237,244,Influence of mechanical manipulations on the local inflammatory reaction in the equine colon  .  … Intestinal inflammation can increase the morbidity of post operative equine colic patients. The detrimental effect may differ depending on the intestinal segment and intestinal wall layer …,Intestinal inflammation,Disease_or_Syndrome,0.7455733394422167,0.2236720107205918,1
238,245,A retrospective survey of equine acute abdomen in a breeding region of Japan based on agricultural mutual relief insurance data  .  … damage in 1998 from equine colic was equivalent to $115 million [9] and the losses caused by … This is in contrast to equine colic for which loss due to death accounted for the greatest …,death,Biologic_Function,0.4131213749876944,0.12393641742109889,1
239,246, Incidence of equine colic in the University of Georgia ambulatory practice  .  ,University of Georgia ambulatory practice,Manufactured_Object,0.6193615730025537,0.1858084792841314,0
240,247,"Survey of equine nutrition: perceptions and practices of veterinarians in Georgia, USA  .  Equine nutrition plays a critical role in equine health. The veterinarian is an expected major source of equine nutrition information, yet little evidence exists to evaluate this assumed role, …",Survey of equine nutrition,Research_Activity,0.5418900661743575,0.16256702631214023,0
241,249,Management of Mild Colic  .  … Other NSAIDs have not gained widespread clinical use for managing equine colic patients. … 29 The clinical importance of these findings and application to the equine colic patient is yet …,clinical,Qualitative_Concept,0.36008106388021266,0.10802432345656458,2
242,250,"Colic treatment and post-colic nutrition  .  … Comparison of detomidine, butorphanol, flunixin meglumine and xylazine in clinical cases of equine colic. Equine Vet. J. … When equine colic calls for surgical intervention. Vet. Med. …",post-colic nutrition,Therapeutic_or_Preventive_Procedure,0.7241089773933201,0.21723270185004773,0
243,251,Retrospective study of 50 equine colic cases presented to the veterinary hospital of FCAV-UNESP between 2004 and 2005.  .  Retrospective study of 50 equine colic cases presented to the veterinary hospital of FCAV-UNESP between 2004 and 2005. … Retrospective study of 50 equine colic cases presented to the …,veterinary hospital of FCAV-UNESP,Manufactured_Object,0.6242926966562586,0.18728781643902648,0
244,252,"Epidemiological study of equine colic syndrome in Brazilian rodeo parks in the state of Rio Grande do Norte, Brazil.  .  … Two epidemiological studies related to equine colic syndrome were carried out, one being a cross-sectional design study and the other a control-case study. The variable 'history …",rodeo parks,Manufactured_Object,0.4373761715327869,0.13121285667376634,0
245,253,"Comparison of three acute colic pain scales: Reliability, validity and usability  .  A valid, reliable and usable scale is needed for assessing severity of acute abdominal pain in horses. The study aim was to compare three different scales: (1) the equine acute …",acute abdominal pain,Sign_or_Symptom,0.5874911300756643,0.1762473460261393,1
246,254,Equine colic due to gastric impaction in a Thoroughbred mare.  .  Equine colic due to gastric impaction in a Thoroughbred mare. … Equine colic due to gastric impaction in a Thoroughbred mare. …,Thoroughbred mare,Mammal,0.4820606464836669,0.1446181996917108,0
247,255,Peritoneal and Plasma d‐lactate Concentrations in Horses with Colic  .  … of peritoneal d-lactate concentration in horses and association of peritoneal and plasma d-lactate with variables used in the diagnosis and prognosis of various causes of equine colic. …,d-lactate,Organic_Chemical,0.6469870731019276,0.19409612964326522,1
248,256,"Equine practitioner participation required for colic survey  .  … EQUINE colic is a significant health and welfare concern, and provides a challenge to veterinarians everywhere. The clinical signs at first presentation and the role of the front line …",veterinarians,Professional_or_Occupational_Group,0.4216100069643921,0.12648300711530058,1
249,257, Evaluation of clinical and laboratory variables as prognostic indicators in hospitalised gastrointestinal colic horses  .  … Equine colic caused by gastrointestinal disorders is often encountered in general equine practise and may lead to severe clinical conditions and death. The incidence of colic is …,gastrointestinal disorders,Disease_or_Syndrome,0.7037016957444934,0.21111051711212594,1
250,258, Equine colic diagnosis via palpation and nasogastric intubation: part 2  .  This part focuses on the two most commonly used diagnostic tests: abdominal palpation per rectum and nasogastric intubation. A survey of veterinary practitioners identified rectal …,veterinary practitioners,Professional_or_Occupational_Group,0.5671176794874679,0.17013531060680995,2
251,259,ADAMTS13 Immunohistochemical Expression in Normal and Diseased Equine Tissues  .  … Both human TTP and equine colic are histologically … Both TTP and equine colic are clinically characterized by fever… is the predominant pathology in both TTP and equine colic. …,Diseased Equine Tissues,Tissue,0.5148393290735415,0.1544518048594255,0
252,260,Investigation of an outbreak of tapeworm‐associated colic in a training yard  .  … Recent publications have described some potential risk factors associated with equine colic (Cohen et al. 1995; Reeves et al. 1996; Tinker et al. 1997; Proudman et al. 1998). Restricted …,tapeworm‐associated,Biologic_Function,0.45648876184635506,0.1369466339956766,0
253,261,Clinical and pathological examination of mycotoxicosis as an associated risk factor for colic in equine  .  … conducted on two Egyptian horse farms with most of horses were suffered from abdominal pain to describe the associations between the occurrence of mycotoxicosis and equine colic. …,abdominal pain,Sign_or_Symptom,0.5913608293685293,0.17740825586012923,1
254,262, The analgesic effect of ketoprofen for use in treating equine colic as compared to flunixin meglumine  .  The analgesic effect of ketoprofen for use in treating equine colic as compared to flunixin meglumine … The analgesic effect of ketoprofen for use in treating equine colic as …,ketoprofen,Organic_Chemical,0.7067557452868288,0.21202673201123368,0
255,263," Ultrasonography as an aid to the diagnosis of equine colic  .  Diagnosis of the cause and probable outcome of many cases of equine colic can be made satisfactorily following a standard clinical examination. However, cases with more severe and/…",severe,Qualitative_Concept,0.3942020518232031,0.11826062024621559,2
256,264,"Monitoring acute equine visceral pain with the equine Utrecht University scale for composite pain assessment (EQUUS-COMPASS) and the equine Utrecht University …  .  This study presents the validation of two recently described pain scales, the Equine Utrecht University Scale for Composite Pain Assessment (EQUUS-COMPASS) and the Equine …",acute equine visceral pain,Disease_or_Syndrome,0.6867445027387633,0.2060233590082614,0
257,265, Using feces characteristics as a criterion for the diagnosis of colic in the horse: a clinical review of 207 cases  .  … contacted by mail ; 40 volunteered to take part and to sélect and report equine colic cases. … variables used commonly for thé examination of equine colic cases to assess thé prognosis […,prognosis,Health_Care_Activity,0.5463828918454215,0.1639148740670181,2
258,266," Adult Equine Diarrhea Workup  .  Basic elements involved in the clinical evaluation of cases of acute and chronic diarrhea are covered. Major etiological considerations are listed, and important aspects of …",acute and chronic diarrhea,Disease_or_Syndrome,0.806787960872439,0.24203639787939366,1
259,267,Risk factors for epiploic foramen entrapment colic: an international study  .  … There is a need for more accurate tools to evaluate the influence of diet on the risk of equine colic and ways in which the information obtained can be validated eg use of diaries that are …,epiploic foramen entrapment,Disease_or_Syndrome,0.47351518439637613,0.1420545609636537,0
260,268,"Prognostic indicators in a Danish hospital‐based population of colic horses  .  … Immediate and accurate clinical assessment is an essential step in reducing the unnecessary suffering and economic losses sometimes associated with equine colic. However, it can be …",Danish hospital‐based population,Population_Group,0.41672263580174596,0.12501679570824473,0
261,269,"Contamination of hay by autumn crocus (Colchicum autumnale) and equine colic.  .  We may also use digital footprint connection information such as your IP address and other technical identifiers, to collect usage data, click stream data, and information about the pages …",Colchicum autumnale,Plant,0.519884891184261,0.15596547355278914,0
262,270,"Factor analysis of the interrelationships between clinical variables in horses with colic  .  … The reason for this might be the heterogeneity of the equine colic syndrome. In a veterinary teaching book on equine colic, more than 50 specific diagnoses are listed (White, 1990b). …",syndrome,Disease_or_Syndrome,0.4417495998222353,0.13252488521273617,1
263,271,"Lidocaine reduces tissue oedema formation in equine gut wall challenged by ischaemia and reperfusion.  .  … Abstract : Reduction of small intestinal propulsive motility is still a major problem after equine coliccolicSubject Category: Diseases, Disorders, and Symptoms …",ischaemia,Pathologic_Function,0.6396443904608484,0.19189332476340987,0
264,272,Observations on the colic motor complex in a pony with a small intestinal obstruction  .  Characteristic motility patterns were seen throughout the gastrointestinal tract in a pony prepared chronically with electromechanical recording devices after developing a simple …,pony,Mammal,0.5003385837967509,0.15010158110352598,0
265,273,Spectrophotometric assessment of peritoneal fluid haemoglobin in colic horses: an aid to selecting medical vs. surgical treatment  .  … medical treatment is of imperative importance in cases of equine colic. Horses requiring surgical treatment may be identified by certain … medical treatment of the acute equine colic case. …,haemoglobin,"Amino_Acid,_Peptide,_or_Protein",0.5007353547464415,0.15022061239316303,0
266,274, CLINICAL STUDIES ON FLUNIXIN MEGLUMINE IN TREATMENT OF EQUINE COLIC  .  ,FLUNIXIN MEGLUMINE,Organic_Chemical,0.7565691339994164,0.2269707492188318,0
267,275,Tapeworms as a cause of intestinal disease in horses  .  … perfoliata and equine colic warrants an intervention study to confirm that control of this parasite does result in a reduction in the incidence of colic. A recent epidemiological study in the …,parasite,Eukaryote,0.568928690020953,0.1706786137884444,1
268,276,"Efficacy of a non-stroidal anti-inflammatory, ketofen 10%®(ketoprofen) in the treatment of colic in horses  .  … can be used as supportive therapy in the management of pain associated with equine colic. … in equine colic. Ketoprofen belongs to the group of peripheral-acting analgesics, s …",ketofen 10%®(ketoprofen,Pharmacologic_Substance,0.6623773798543664,0.1987132218524636,0
269,277," Equine colic‐the decision for surgery  .  … The heart rate and character of the pulse are important criteria in assessing the equine colic patient. Pain, and the activity as a consequence of pain, have only a relatively minor effect …",heart rate,Clinical_Attribute,0.5292787675232038,0.15878363656645572,1
270,278," Prognostic evaluation of equine colic cases  .  Prognostic evaluation of equine colic cases … Prognostic evaluation of equine colic cases [1986] … ""Prognostic evaluation of equine colic cases""@eng …",Prognostic evaluation,Health_Care_Activity,0.5716003923869168,0.1714801245300827,0
271,279,"Feeding practices associated with colic in horses  .  … Association of age, sex and breed factors in acute equine colic: a retrospective study of 320 cases admitted to a veterinary teaching hospital in the USA. Prev Vet Med 1989;7:149–160. …",veterinary teaching hospital,Manufactured_Object,0.5867628452514148,0.1760288605701826,1
272,280,"Factors influencing development and outcome of equine gastrointestinal disease  .  … Objective 1: Horses requiring an exploratory laparotomy for treatment of colic may have different risk factors for non-survival than a broader equine colic population, including horses …",broader equine colic population,Population_Group,0.6372639077087078,0.1911791799093901,1
273,281, A retrospective review of 219 cases of equine colic  .  ,retrospective review,Research_Activity,0.3768351154476422,0.1130505391265173,0
274,282," XYLAZINE, PENTAZOCINE, MEPERIDINE, AND DIPYRONE FOR RELIEF OF BALLOON INDUCED EQUINE COLIC-DOUBLE-BLIND COMPARATIVE …  .  ",PENTAZOCINE,Organic_Chemical,0.7215764823587603,0.21647295330949007,0
275,283,"Peritoneal d‐Dimer Concentration for Assessing Peritoneal Fibrinolytic Activity in Horses with Colic  .  … This study was partially presented at the 9th International Equine Colic Research Symposium in Liverpool (UK), June 2008, and at the 3rd Congress of the European College of Equine …",3rd Congress of the European College of Equine …,Manufactured_Object,0.6318883161528047,0.18956650237853714,1
276,284,"Equine immunity to parasites  .  … perfoliata in the induction of equine colic, however, has been controversial and universally accepted data supporting this concept have been absent. Recent efforts to diagnose these …",parasites,Eukaryote,0.5436121572433846,0.1630836536533773,0
277,285," 3.5 Prospective survey of veterinary practitioners' primary assessment of equine colic: Clinical signs, diagnoses, and treatment of 120 cases of large colon …  .  … Methods Data was collected prospectively from veterinary practitioners on the primary presentation of equine colic cases over a 12 month period. An impaction was defined as any case …",veterinary practitioners,Professional_or_Occupational_Group,0.5599715277625087,0.1679914650041334,0
278,286,Frequency of Colic Episodes in the Horses in Albania.  .  … In the United States the annual incidence of equine colic has been reported to be anywhere between 3.5% and 26%. A study performed by the national Animal Health Monitoring …,Albania,Geographic_Area,0.3732251770230615,0.11196755755610928,0
279,287,Application of an equine composite pain scale and its association with plasma adrenocorticotropic hormone concentrations and serum cortisol concentrations in …  .  This study assessed the application of a modified equine composite pain scale (CPS) and identified the inter‐observer reliability. Associations between CPS scores and the measured …,plasma adrenocorticotropic hormone concentrations,Laboratory_Procedure,0.6584718823771176,0.1975415725627318,0
280,288,"Factors influencing foaling rate following colic surgery in pregnant T horoughbred mares in C entral K entucky  .  … has been associated with higher patient survival in equine colic 14, 16, 17. The same … This finding emphasises the importance of early referral of equine colic cases as this not …",mares,Mammal,0.3203615346347122,0.09610846420942075,0
281,289,"Evaluation of plasmatic procalcitonin in healthy, and in systemic inflammatory response syndrome (sirs) negative or positive colic horses  .  … research field for veterinary diseases, including equine colic. Due to the promising results … biomarker for assessing the severity of equine colic and for recognizing the SIRS status of …",systemic inflammatory response syndrome,Disease_or_Syndrome,0.6722858636181757,0.20168576709972472,0
282,290,Effects of three anthelmintic schedules on the incidence of colic in horses  .  Four privately owned herds (25 to 49 animals per herd) were used in a five‐year trial designed to evaluate the effect of anthelmintic schedules on the incidence of colic. These herds …,privately owned herds,Manufactured_Object,0.5388557035963413,0.16165671750256294,1
283,291,Colic: nonsurgical complications  .  … Systemic antimicrobial use in the perioperative period is well recognized and used by most surgeons performing equine colic surgery. The use of systemic antimicrobials as a …,systemic antimicrobials,Pharmacologic_Substance,0.6447484215062873,0.19342453413788632,2
284,292,Lactate dehydrogenase activity in abdominal fluid from horses with colic  .  The purpose of this study was to determine whether lactate dehydrogenase (LDH) activity in abdominal fluid could be used as a prognostic indicator in horses with colic. Lactate …,lactate dehydrogenase (LDH) activity,Molecular_Function,0.6713426776301625,0.20140281129207713,1
285,293,"Factors affecting long‐term survival of horses recovering from surgery of the small intestine  .  … (EFE) has been associated with a particularly poor post operative prognosis for equine colic … In: Proceedings of the 2nd Equine Colic Research Symposium, Eds: TD Byars, JN Moore …",surgery,Therapeutic_or_Preventive_Procedure,0.3797943383857265,0.11393830604321928,0
286,294, Internal Parasites  .  ,Internal Parasites,Eukaryote,0.9417136788921919,0.28251411489375944,0
287,295,"Prevalence and diagnosis of colic in equine field study  .  … [en] This field study was conducted to diagnosis of equine colic. The physical findings of effected animals were increased. The blood values including TLC (10.5/cu.m), PCV (37%), …",diagnosis of colic in equine field study,Research_Activity,0.8429606271759555,0.2528881982016604,0
288,296,"Modelling long‐term survival of horses following surgery for large intestinal disease  .  … important cause of equine colic that require surgical management, but there is little … (2005b) Preoperative and anaesthetic-related risk factors for mortality in equine colic cases. Vet. J. …",large intestinal disease,Disease_or_Syndrome,0.6030168906228602,0.1809050743753796,0
289,297,"Ultrasound of the Equine Acute Abdomen  .  … This article describes ultrasonographic anatomy of the normal equine abdomen and technique for examination of the equine colic patient. Common abnormalities of the stomach, small …",ultrasonographic anatomy,Diagnostic_Procedure,0.5771200720107132,0.17313602848302134,1
290,298,"Initial treatment of colic  .  … This study, which included over 2000 cases, supports the concept that early treatment of equine colic cases should be directed toward providing relief of pain and support of vital …",treatment,Therapeutic_or_Preventive_Procedure,0.4003957129884171,0.12011871866961397,0
291,299,"Antimicrobial use during colic surgery: finding the right strategy  .  … A mAjor goal of prophylactic antimicrobial administration is to prevent incisional infection, an important cause of morbidity after equine colic surgery. The inclusion criteria used in the …",prophylactic antimicrobial administration,Therapeutic_or_Preventive_Procedure,0.6433037023450283,0.19299111837228622,1
292,300,"Effects of extensive resection of the small intestine in the pony.  .  … Small intestinal resection (SIR) is not uncommonly done in surgical treatment of equine colic, but little is known about the long-term effects of SIR on horses and ponies. Twelve ponies, …",pony,Mammal,0.4622347635601029,0.13867043457829864,0
293,301,"Medical versus Surgical Treatment of the Horse with Colic  .  Medical management with enteral fluids, laxatives and lubricants; anti-inflammatory analgesia; and sedative analgesia is performed initially on most horses/foals with colic (see Chapter …",anti-inflammatory analgesia,Therapeutic_or_Preventive_Procedure,0.6011700753733186,0.18035102977850134,1
294,302,"Complications and prognostic factors in equine surgical colic  .  … The study of surgical site infections (SSI) occurring after equine colic surgery, is described … of the most important complications after equine colic surgery. These recommendations can …",surgical site infections,Pathologic_Function,0.7470527349726385,0.2241158293973541,1
295,303,Clinical and ultrasonographic evaluation of three suture techniques for closure of the equine linea alba  .  … resulted in a smaller linea alba width compared with the conventional continuous suture technique and might therefore be preferred for closure of the linea alba in equine colic surgery. …,linea alba,"Body_Part,_Organ,_or_Organ_Component",0.4800620575368924,0.1440186229838534,0
296,304,"… ).... The Complete Holistic Dog Book Home Health Care for Our Canine Companions.... Hound Health Handbook.... Understanding Equine Colic (Horse Health Care …  .  Medicine, the authors tackle the daunting challenge of creating client handouts for the everchanging, controversial field of complementary and alternative veterinary medicine (CAVM). …",Horse Health Care …,Quantitative_Concept,0.41832946162330514,0.12549884347386733,5
297,305,Intragastric pH in critically ill neonatal foals and the effect of ranitidine  .  … 1 Island Whirl Equine Colic Research Laboratory and the … | 2 Island Whirl Equine Colic Research Laboratory and the … | 3 Island Whirl Equine Colic Research Laboratory and the Alec P. …,Whirl Equine Colic Research Laboratory and the … | 2 Island Whirl Equine Colic Research Laboratory and the … | 3 Island Whirl Equine Colic Research,Research_Activity,0.9182678896615803,0.2754803778450804,1
298,306, Clinical evaluation of the equine colic patient.  .  Clinical evaluation of the equine colic patient. - Abstract - Europe PMC … Clinical evaluation of the equine colic patient. …,Clinical evaluation,Health_Care_Activity,0.5110543013606368,0.15331629650043305,0
299,307,Use of web‐based data collection to evaluate analgesic administration and the decision for surgery in horses with colic  .  Reasons for performing study: There is no current veterinary information with regard to data entry on a website. We therefore completed a prospective study on use of analgesics in …,analgesic,Organic_Chemical,0.4256811685026038,0.1277043556252961,0
300,308,Comparative analysis of intestinal helminth infections in colic and non-colic control equine patients  .  Simple Summary The most important equine intestinal worm species include the roundworms Strongylus vulgaris and Parascaris spp. as well as tapeworms such as Anoplocephala …,intestinal helminth infections,Disease_or_Syndrome,0.7009488554483213,0.2102846649904579,0
301,309,"Systemic effects of a prolonged continuous infusion of ketamine in healthy horses  .  … Island Whirl Equine Colic Research Laboratory, Department of Large Animal Clinical Sciences, … Veterinary Symposium and the 10th International Equine Colic Research Symposium. …","Whirl Equine Colic Research Laboratory, Department of Large Animal Clinical Sciences, … Veterinary Symposium and the 10th International Equine Colic Research Symposium.",Manufactured_Object,0.8657649982137229,0.2597295097848399,1
302,310,"Use of sedative and analgesic in equine treatment. Practical note  .  … and analgesia and clinical studies on equine colic and surgery on the reproductive tract. … procedures and treatments, including use in equine colic and, together with epidural anesthesia…",epidural anesthesia…,Organic_Chemical,0.671023778421923,0.20130714152580367,3
303,311,"Epidemiology of Colic: Principles for Practice  .  … and analytical investigation of specific types of equine colic (eg, large colon impaction, small … for understanding and interpreting information about equine colic, with an emphasis on …",colon impaction,Injury_or_Poisoning,0.49274040241478667,0.14782212659835933,1
304,312,"[Use of sedative and analgesic in equine treatment. Practical note].[Italian]  .  … and analgesia and clinical studies on equine colic and surgery on the reproductive tract. … procedures and treatments, including use in equine colic and, together with epidural anesthesia…",epidural anesthesia…,Organic_Chemical,0.6591719146007414,0.197751582238164,4
305,313,"Acute-Phase Proteins of Healthy Horses and Horses Naturally Affected by Colic Syndrome  .  The purpose of this study was to evaluate and compare the serum proteinogram, identifying and quantifying the acute-phase proteins (APPs) of healthy horses and those naturally …",Horses,Mammal,0.4351923738411955,0.13055771734025604,0
306,314,"Clinical laboratory data  .  … 25 Similar mechanisms are likely involved in equine colic patients, but have not been investigated. Measurement of plasma epinephrine and serum cortisol in 35 colic patients revealed …",serum cortisol,Laboratory_Procedure,0.4998871131335115,0.1499661398991722,2
307,315," Age-Dependent Intestinal Repair: Implications for Foals with Severe Colic. Animals 2021, 11, 3337  .  … Simple Summary: Equine colic places a substantial financial burden on horse owners and the … after foaling and how this may influence age-dependent outcomes in equine colic cases. …",Age-Dependent Intestinal Repair,Therapeutic_or_Preventive_Procedure,0.5069907838866533,0.15209724120979712,0
